"管理用番号","市町村コード","基準地番号・標準地番号(最新年)","地価調査・地価公示の別","用途","所在(市町村名)","所在(大字以降)","所在(住居表示)","経度(世界測地系)","緯度(世界測地系)","平成5年(1993)","平成6年(1994)","平成7年(1995)","平成8年(1996)","平成9年(1997)","平成10年(1998)","平成11年(1999)","平成12年(2000)","平成13年(2001)","平成14年(2002)","平成15年(2003)","平成16年(2004)","平成17年(2005)","平成18年(2006)","平成19年(2007)","平成20年(2008)","平成21年(2009)","平成22年(2010)","平成23年(2011)","平成24年(2012)","平成25年(2013)","平成26年(2014)","平成27年(2015)","平成28年(2016)","平成29年(2017)","経度","緯度","分類"
"100001","302015","和歌山-1","地価公示","住宅","和歌山市","園部字下田出５９６番５４","","135.1880082","34.26532584","148,000 ","145,000 ","145,000 ","144,000 ","143,000 ","140,000 ","125,000 ","114,000 ","104,000 ","95,200 ","86,100 ","78,200 ","71,900 ","67,700 ","65,000 ","63,000 ","61,100 ","58,900 ","56,600 ","54,400 ","52,800 ","51,700 ","50,800 "," 50,300 "," 50,000 ","135.18800819981","34.2653258400389","H29地価公示標準地"
"100003","302015","和歌山-3","地価公示","住宅","和歌山市","紀三井寺字中洲新畑７６８番２９","","135.1835399","34.18981662","174,000 ","170,000 ","170,000 ","169,000 ","164,000 ","160,000 ","152,000 ","146,000 ","143,000 ","138,000 ","131,000 ","122,000 ","114,000 ","108,000 ","105,000 ","104,000 ","98,000 ","92,100 ","86,200 ","81,000 ","75,500 ","72,900 ","72,000 "," 71,600 "," 71,300 ","135.183539900146","34.1898166200362","H29地価公示標準地"
"100004","302015","和歌山-4","地価公示","住宅","和歌山市","芝ノ丁２１番","","135.1678485","34.22140556","","","","","","","","","","","","","","","","","","152,000 ","148,000 ","146,000 ","144,000 ","144,000 ","146,000 "," 148,000 "," 150,000 ","135.167848500124","34.2214055599713","H29地価公示標準地"
"100005","302015","和歌山-5","地価公示","住宅","和歌山市","鷹匠町４丁目１０番２","","135.1765967","34.22089872","231,000 ","220,000 ","216,000 ","210,000 ","202,000 ","188,000 ","168,000 ","159,000 ","151,000 ","143,000 ","134,000 ","125,000 ","117,000 ","111,000 ","108,000 ","108,000 ","106,000 ","103,000 ","100,000 ","99,000 ","98,200 ","97,700 ","97,300 "," 97,300 "," 97,300 ","135.176596700184","34.2208987199679","H29地価公示標準地"
"100006","302015","和歌山-6","地価公示","住宅","和歌山市","和歌浦東１丁目５０９番３","和歌浦東１－８－１４","135.1744924","34.19428623","","","","","","","","132,000 ","128,000 ","121,000 ","114,000 ","107,000 ","99,500 ","93,500 ","90,800 ","88,500 ","85,800 ","83,500 ","81,000 ","78,500 ","76,200 ","74,500 ","73,000 "," 71,800 "," 70,800 ","135.174492400487","34.1942862299802","H29地価公示標準地"
"100007","302015","和歌山-7","地価公示","住宅","和歌山市","加太字南仲町１２９４番２","","135.0734693","34.27501796","83,000 ","82,500 ","82,500 ","82,500 ","82,000 ","81,800 ","77,300 ","73,000 ","68,700 ","65,000 ","60,900 ","56,200 ","50,600 ","47,000 ","45,000 ","44,000 ","42,500 ","41,000 ","39,300 ","35,400 ","32,000 ","29,200 ","28,000 "," 26,800 "," 25,800 ","135.073469299885","34.2750179600075","H29地価公示標準地"
"100008","302015","和歌山-8","地価公示","住宅","和歌山市","榎原字鳥掛１３６番２７","","135.132457","34.25434071","130,000 ","130,000 ","132,000 ","129,000 ","128,000 ","125,000 ","114,000 ","104,000 ","95,500 ","87,800 ","80,400 ","74,000 ","67,700 ","63,500 ","61,000 ","60,000 ","58,500 ","56,300 ","53,400 ","51,000 ","48,700 ","47,000 ","45,700 "," 45,000 "," 44,500 ","135.132456999548","34.2543407099883","H29地価公示標準地"
"100011","302015","和歌山-11","地価公示","住宅","和歌山市","西庄字中浜１０３７番４２","","135.1112835","34.25316659","116,000 ","114,000 ","115,000 ","115,000 ","115,000 ","112,000 ","102,000 ","92,800 ","86,200 ","80,000 ","75,500 ","69,000 ","61,500 ","57,000 ","54,500 ","52,000 ","49,500 ","46,300 ","43,600 ","41,200 ","39,000 ","37,600 ","36,600 "," 36,300 "," 36,100 ","135.111283499751","34.2531665899912","H29地価公示標準地"
"100014","302015","和歌山-14","地価公示","住宅","和歌山市","松江東２丁目１０７４番２","松江東２－１－２０","135.1362854","34.24388145","97,200 ","97,000 ","98,000 ","98,000 ","98,000 ","93,000 ","81,500 ","76,000 ","70,400 ","66,000 ","61,700 ","57,000 ","52,000 ","49,000 ","47,000 ","45,900 ","44,100 ","42,200 ","40,300 ","38,500 ","36,700 ","35,600 ","34,500 "," 33,800 "," 33,400 ","135.136285399518","34.2438814500047","H29地価公示標準地"
"100015","302015","和歌山-15*","地価公示","住宅","和歌山市","向字高屋敷４５番１２","","135.1483017","34.25699866","","","","","","","","","","","","","","","","","61,500 ","59,300 ","56,700 ","53,500 ","51,400 ","50,400 ","50,000 "," 49,500 "," 49,100 ","135.148301699762","34.2569986599952","H29地価公示標準地"
"100017","302015","和歌山-17","地価公示","住宅","和歌山市","木ノ本字宮ノ前７番５","","135.1216407","34.26429149","112,000 ","110,000 ","110,000 ","108,000 ","107,000 ","105,000 ","95,000 ","87,500 ","83,200 ","78,700 ","72,200 ","66,400 ","59,800 ","55,500 ","53,000 ","51,300 ","49,700 ","47,700 ","45,800 ","44,000 ","43,300 ","42,000 ","40,800 "," 40,000 "," 39,500 ","135.121640699704","34.2642914899982","H29地価公示標準地"
"100019","302015","和歌山-19","地価公示","住宅","和歌山市","松江字向鵜ノ島１４９８番１０","","135.1559684","34.23970957","140,000 ","138,000 ","138,000 ","134,000 ","133,000 ","129,000 ","117,000 ","106,000 ","99,000 ","92,600 ","86,000 ","78,700 ","72,000 ","68,500 ","66,500 ","65,500 ","63,800 ","61,600 ","59,300 ","57,000 ","55,200 ","54,200 ","53,500 "," 52,900 "," 52,400 ","135.155968400236","34.2397095700248","H29地価公示標準地"
"100020","302015","和歌山-20*","地価公示","住宅","和歌山市","西長町２丁目３８番","","135.1616311","34.22555008","305,000 ","292,000 ","282,000 ","270,000 ","247,000 ","226,000 ","201,000 ","189,000 ","179,000 ","169,000 ","162,000 ","148,000 ","139,000 ","132,000 ","132,000 ","135,000 ","132,000 ","131,000 ","125,000 ","122,000 ","120,000 ","117,000 ","117,000 "," 118,000 "," 119,000 ","135.161631100246","34.2255500800149","H29地価公示標準地"
"100022","302015","和歌山-22","地価公示","住宅","和歌山市","中之島字貝柄１１９３番","","135.1867047","34.24128288","223,000 ","212,000 ","205,000 ","197,000 ","189,000 ","182,000 ","163,000 ","153,000 ","146,000 ","139,000 ","132,000 ","124,000 ","117,000 ","112,000 ","110,000 ","110,000 ","107,000 ","103,000 ","99,000 ","95,300 ","91,400 ","90,000 ","89,800 "," 89,900 "," 89,900 ","135.186704699926","34.2412828799995","H29地価公示標準地"
"100023","302015","和歌山-23","地価公示","住宅","和歌山市","田尻字仁ノコ田３５番１４","","135.1969777","34.20551698","","","132,000 ","130,000 ","130,000 ","128,000 ","123,000 ","117,000 ","113,000 ","107,000 ","102,000 ","94,700 ","88,000 ","83,200 ","79,300 ","75,300 ","71,500 ","67,100 ","62,900 ","59,000 ","56,500 ","55,400 ","53,900 "," 52,900 "," 52,400 ","135.196977700468","34.205516979957","H29地価公示標準地"
"100025","302015","和歌山-25","地価公示","住宅","和歌山市","内原字下浜９３０番２２","","135.1919767","34.1707124","158,000 ","155,000 ","155,000 ","154,000 ","152,000 ","148,000 ","141,000 ","136,000 ","133,000 ","129,000 ","122,000 ","113,000 ","105,000 ","98,800 ","95,200 ","92,800 ","90,200 ","86,600 ","83,000 ","79,500 ","76,100 ","73,200 ","72,000 "," 70,900 "," 69,900 ","135.19197670038","34.1707123999827","H29地価公示標準地"
"100026","302015","和歌山-26","地価公示","住宅","和歌山市","船所字新田２１５番３６","","135.1871725","34.25400478","113,000 ","112,000 ","112,000 ","111,000 ","111,000 ","109,000 ","102,000 ","95,000 ","89,200 ","83,000 ","77,200 ","71,500 ","66,000 ","62,500 ","61,000 ","60,000 ","58,500 ","56,600 ","54,400 ","52,000 ","50,200 ","48,800 ","47,900 "," 47,100 "," 46,400 ","135.187172500345","34.254004779989","H29地価公示標準地"
"100027","302015","和歌山-27*","地価公示","住宅","和歌山市","太田字神ノ畔１５２番","","135.1978551","34.2277255","323,000 ","313,000 ","302,000 ","285,000 ","260,000 ","241,000 ","208,000 ","188,000 ","178,000 ","165,000 ","157,000 ","148,000 ","141,000 ","135,000 ","131,000 ","135,000 ","133,000 ","130,000 ","127,000 ","125,000 ","124,000 ","124,000 ","127,000 "," 129,000 "," 131,000 ","135.197855100436","34.2277254999858","H29地価公示標準地"
"100028","302015","和歌山-28","地価公示","住宅","和歌山市","吉礼字池見５９６番２７","","135.2367329","34.19813786","121,000 ","119,000 ","119,000 ","117,000 ","116,000 ","114,000 ","109,000 ","106,000 ","104,000 ","98,100 ","90,800 ","84,000 ","77,500 ","72,200 ","69,000 ","65,800 ","62,000 ","58,000 ","53,600 ","49,000 ","45,500 ","43,100 ","41,400 "," 40,300 "," 39,500 ","135.236732899926","34.1981378600464","H29地価公示標準地"
"100029","302015","和歌山-29","地価公示","住宅","和歌山市","西小二里１丁目６２０番１０","西小二里１－１－１２","135.1634213","34.20610397","147,000 ","146,000 ","146,000 ","141,000 ","139,000 ","137,000 ","127,000 ","120,000 ","115,000 ","110,000 ","104,000 ","98,200 ","92,000 ","87,400 ","83,900 ","81,600 ","78,400 ","75,200 ","71,800 ","68,500 ","65,000 ","63,000 ","61,800 "," 61,200 "," 60,300 ","135.163421300038","34.2061039699516","H29地価公示標準地"
"100034","302015","和歌山-34","地価公示","住宅","和歌山市","湊１丁目６０２番","湊１－６－３２","135.1495513","34.23531978","121,000 ","121,000 ","121,000 ","121,000 ","120,000 ","119,000 ","108,000 ","99,000 ","91,500 ","85,200 ","79,800 ","73,800 ","67,200 ","64,000 ","61,000 ","59,500 ","58,000 ","56,200 ","54,400 ","52,600 ","50,800 ","49,100 ","48,200 "," 47,400 "," 46,700 ","135.149551300232","34.235319780001","H29地価公示標準地"
"100035","302015","和歌山-35","地価公示","住宅","和歌山市","鳴神字奥嶋７９７番６","","135.2084062","34.23777582","159,000 ","155,000 ","155,000 ","153,000 ","150,000 ","147,000 ","140,000 ","132,000 ","126,000 ","119,000 ","112,000 ","104,000 ","96,500 ","89,500 ","86,000 ","83,700 ","83,000 ","80,500 ","77,900 ","75,500 ","73,100 ","71,600 ","70,400 "," 70,000 "," 69,700 ","135.208406199826","34.237775819987","H29地価公示標準地"
"100037","302015","和歌山-37","地価公示","住宅","和歌山市","弘西字前芝３５６番２０","","135.2402664","34.26769111","","105,000 ","105,000 ","103,000 ","103,000 ","99,500 ","97,000 ","94,000 ","86,800 ","80,000 ","73,500 ","67,300 ","64,500 ","60,000 ","57,600 ","55,900 ","53,500 ","50,900 ","48,400 ","46,500 ","45,600 ","45,000 ","44,400 "," 44,000 "," 43,700 ","135.240266399994","34.2676911100269","H29地価公示標準地"
"100038","302015","和歌山-38","地価公示","住宅","和歌山市","大谷字川田１７３番１６","","135.1732553","34.2576761","","","","","","","","","","","","","72,200 ","67,300 ","65,300 ","64,000 ","62,000 ","59,600 ","57,100 ","55,300 ","53,700 ","52,600 ","52,200 "," 52,300 "," 52,300 ","135.173255300392","34.2576760999913","H29地価公示標準地"
"100039","302015","和歌山-39","地価公示","住宅","和歌山市","東高松４丁目２１６番５","東高松４－１－２１","135.1745502","34.20567435","272,000 ","252,000 ","246,000 ","233,000 ","215,000 ","204,000 ","182,000 ","170,000 ","162,000 ","155,000 ","146,000 ","135,000 ","125,000 ","118,000 ","115,000 ","115,000 ","114,000 ","112,000 ","110,000 ","108,000 ","108,000 ","109,000 ","111,000 "," 113,000 "," 115,000 ","135.174550199783","34.205674349996","H29地価公示標準地"
"100040","302015","和歌山-40","地価公示","住宅","和歌山市","六十谷字西山田１０６４番３","","135.2006064","34.2640753","","122,000 ","122,000 ","121,000 ","120,000 ","116,000 ","107,000 ","100,000 ","92,000 ","84,600 ","77,500 ","71,100 ","63,800 ","58,700 ","57,000 ","56,000 ","54,700 ","53,000 ","51,400 ","49,900 ","48,500 ","46,200 ","44,400 "," 43,100 "," 42,000 ","135.200606400351","34.2640752999504","H29地価公示標準地"
"100041","302015","和歌山-10","地価公示","住宅","和歌山市","小倉字中萱枠３６番１０７","","135.2843149","34.24992314","","100,000 ","100,000 ","100,000 ","100,000 ","98,000 ","93,500 ","91,000 ","89,000 ","82,000 ","75,500 ","69,500 ","62,600 ","57,600 ","55,000 ","53,100 ","51,000 ","48,400 ","45,900 ","43,300 ","40,500 ","39,000 ","38,400 "," 37,900 "," 37,500 ","135.284314899572","34.2499231400277","H29地価公示標準地"
"100042","302015","和歌山-2","地価公示","住宅","和歌山市","楠本字免イ田１番３２","","135.2553521","34.26198106","127,000 ","122,000 ","122,000 ","120,000 ","118,000 ","116,000 ","109,000 ","105,000 ","96,900 ","89,000 ","80,900 ","73,600 ","66,200 ","61,000 ","58,700 ","57,000 ","54,000 ","51,300 ","48,800 ","46,500 ","44,400 ","43,000 ","42,500 "," 42,100 "," 41,800 ","135.255352100093","34.2619810600459","H29地価公示標準地"
"100043","302015","和歌山-9","地価公示","住宅","和歌山市","鳴神字坂戸２４８番７８","","135.2164428","34.22918577","145,000 ","141,000 ","141,000 ","138,000 ","135,000 ","131,000 ","127,000 ","122,000 ","118,000 ","112,000 ","105,000 ","98,000 ","91,300 ","85,700 ","82,700 ","80,000 ","76,000 ","71,900 ","68,300 ","64,900 ","61,700 ","60,000 ","58,900 "," 58,200 "," 57,600 ","135.216442800375","34.229185770038","H29地価公示標準地"
"100044","302015","和歌山-12","地価公示","住宅","和歌山市","毛見字中地１０５８番２外","","135.1862622","34.16610291","","","130,000 ","129,000 ","129,000 ","127,000 ","121,000 ","116,000 ","113,000 ","109,000 ","99,000 ","89,000 ","82,000 ","76,500 ","73,400 ","71,100 ","67,500 ","63,800 ","60,500 ","57,400 ","54,500 ","52,100 ","50,000 "," 48,800 "," 47,700 ","135.186262199579","34.1661029099816","H29地価公示標準地"
"100045","302015","和歌山-16","地価公示","住宅","和歌山市","有本字長丁２２１番４４","","135.1972288","34.24775561","142,000 ","140,000 ","140,000 ","138,000 ","136,000 ","134,000 ","128,000 ","122,000 ","117,000 ","108,000 ","100,000 ","92,300 ","85,200 ","80,000 ","76,000 ","71,600 ","67,300 ","63,200 ","59,200 ","56,200 ","54,000 ","52,100 ","50,000 "," 48,100 "," 46,500 ","135.197228799971","34.2477556100384","H29地価公示標準地"
"100046","302015","和歌山-18","地価公示","住宅","和歌山市","西浜字下川向ノ坪１２７１番２","","135.154707","34.19926511","","118,000 ","118,000 ","117,000 ","117,000 ","116,000 ","109,000 ","103,000 ","99,500 ","94,800 ","89,300 ","83,000 ","77,100 ","71,900 ","70,700 ","69,400 ","65,900 ","62,600 ","59,500 ","56,000 ","52,800 ","50,900 ","49,100 "," 47,700 "," 46,400 ","135.154707000422","34.1992651099852","H29地価公示標準地"
"100048","302015","和歌山-24","地価公示","住宅","和歌山市","小雑賀字垣内７５番","","135.1818148","34.20502082","141,000 ","139,000 ","139,000 ","136,000 ","134,000 ","133,000 ","125,000 ","120,000 ","116,000 ","110,000 ","103,000 ","95,800 ","89,000 ","84,700 ","82,200 ","80,100 ","75,300 ","71,000 ","66,900 ","63,500 ","60,700 ","58,800 ","56,600 "," 55,300 "," 54,100 ","135.181814800311","34.2050208200432","H29地価公示標準地"
"100049","302015","和歌山-30","地価公示","住宅","和歌山市","砂山南２丁目１５番２","砂山南２－５－２４","135.1605265","34.21843965","","207,000 ","207,000 ","202,000 ","193,000 ","183,000 ","166,000 ","155,000 ","147,000 ","139,000 ","131,000 ","123,000 ","116,000 ","110,000 ","110,000 ","110,000 ","104,000 ","98,300 ","93,800 ","91,800 ","89,800 ","87,800 ","86,700 "," 86,800 "," 86,900 ","135.160526500243","34.218439650011","H29地価公示標準地"
"100050","302015","和歌山-31","地価公示","住宅","和歌山市","堀止東２丁目５番２２","堀止東２－８－１５","135.175277","34.21602532","","242,000 ","234,000 ","226,000 ","214,000 ","205,000 ","187,000 ","176,000 ","166,000 ","157,000 ","148,000 ","138,000 ","130,000 ","126,000 ","126,000 ","126,000 ","125,000 ","121,000 ","117,000 ","114,000 ","113,000 ","113,000 ","115,000 "," 117,000 "," 119,000 ","135.175276999895","34.2160253200121","H29地価公示標準地"
"100051","302015","和歌山-33","地価公示","住宅","和歌山市","市小路字天王２０８番６","","135.1615012","34.25457015","","","145,000 ","143,000 ","142,000 ","138,000 ","125,000 ","113,000 ","103,000 ","95,500 ","87,500 ","81,300 ","75,500 ","72,000 ","71,000 ","70,500 ","68,500 ","66,300 ","63,700 ","61,500 ","59,100 ","57,200 ","56,500 "," 55,800 "," 55,200 ","135.161501200364","34.2545701500162","H29地価公示標準地"
"100052","302015","和歌山-36","地価公示","住宅","和歌山市","和歌浦南３丁目１６８１番１５","和歌浦南３－７－２","135.1714307","34.18502011","","165,000 ","165,000 ","160,000 ","157,000 ","154,000 ","146,000 ","141,000 ","136,000 ","130,000 ","123,000 ","116,000 ","108,000 ","101,000 ","97,000 ","94,100 ","90,600 ","86,500 ","82,600 ","79,500 ","76,300 ","73,200 ","69,600 "," 67,200 "," 65,000 ","135.171430700234","34.1850201099485","H29地価公示標準地"
"100054","302015","和歌山5-1*","地価公示","商業","和歌山市","友田町５丁目５０番外","","135.1897293","34.23241707","","","","","","","","833,000 ","790,000 ","682,000 ","618,000 ","562,000 ","531,000 ","507,000 ","512,000 ","528,000 ","527,000 ","507,000 ","489,000 ","470,000 ","444,000 ","438,000 ","438,000 "," 438,000 "," 438,000 ","135.189729299551","34.2324170700231","H29地価公示標準地"
"100055","302015","和歌山5-2","地価公示","商業","和歌山市","西浜字下新堤内ノ坪９８３番８","","135.1584396","34.19813791","","","","","195,000 ","182,000 ","162,000 ","154,000 ","148,000 ","139,000 ","130,000 ","120,000 ","110,000 ","105,000 ","103,000 ","102,000 ","98,900 ","95,900 ","92,300 ","89,000 ","85,900 ","84,100 ","82,900 "," 82,200 "," 81,600 ","135.158439599844","34.1981379100045","H29地価公示標準地"
"100056","302015","和歌山5-3","地価公示","商業","和歌山市","田中町４丁目１１８番","","135.1889517","34.22801422","780,000 ","685,000 ","615,000 ","510,000 ","430,000 ","374,000 ","314,000 ","280,000 ","254,000 ","217,000 ","196,000 ","176,000 ","162,000 ","155,000 ","155,000 ","157,000 ","156,000 ","151,000 ","145,000 ","140,000 ","137,000 ","136,000 ","136,000 "," 138,000 "," 139,000 ","135.188951699933","34.2280142199643","H29地価公示標準地"
"100057","302015","和歌山5-4","地価公示","商業","和歌山市","黒田字流１０８番１７(東和歌山第2､18－10－1)","","135.192785","34.235461","","","","","","","","","","","","155,000 ","146,000 ","138,000 ","136,000 ","137,000 ","136,000 ","133,000 ","130,000 ","128,000 ","127,000 ","128,000 ","131,000 "," 133,000 "," 134,000 ","135.19278500004","34.2354610000271","H29地価公示標準地"
"100058","302015","和歌山5-5*","地価公示","商業","和歌山市","中之島字西垣内６７３番９外","","135.1803257","34.23951786","486,000 ","418,000 ","388,000 ","325,000 ","278,000 ","248,000 ","211,000 ","190,000 ","180,000 ","169,000 ","157,000 ","144,000 ","133,000 ","128,000 ","127,000 ","127,000 ","125,000 ","121,000 ","116,000 ","112,000 ","110,000 ","109,000 ","109,000 "," 110,000 "," 110,000 ","135.180325700306","34.239517860016","H29地価公示標準地"
"100059","302015","和歌山5-6","地価公示","商業","和歌山市","新中島字明石６７番１１","","135.1987903","34.2151689","","","","","","","","","","","","130,000 ","120,000 ","113,000 ","110,000 ","110,000 ","110,000 ","109,000 ","108,000 ","107,000 ","106,000 ","106,000 ","107,000 "," 108,000 "," 109,000 ","135.198790299825","34.2151689000321","H29地価公示標準地"
"100060","302015","和歌山5-7","地価公示","商業","和歌山市","十三番丁１２番","","135.1688003","34.23220933","605,000 ","526,000 ","485,000 ","412,000 ","350,000 ","310,000 ","265,000 ","224,000 ","206,000 ","191,000 ","172,000 ","153,000 ","141,000 ","136,000 ","135,000 ","135,000 ","135,000 ","131,000 ","127,000 ","124,000 ","122,000 ","123,000 ","125,000 "," 127,000 "," 129,000 ","135.168800300091","34.2322093300095","H29地価公示標準地"
"100061","302015","和歌山5-8","地価公示","商業","和歌山市","元寺町１丁目６９番","","135.1767056","34.23420927","","","","","","","","","","378,000 ","330,000 ","289,000 ","250,000 ","220,000 ","205,000 ","205,000 ","200,000 ","195,000 ","186,000 ","179,000 ","173,000 ","170,000 ","170,000 "," 171,000 "," 172,000 ","135.176705599857","34.2342092699613","H29地価公示標準地"
"100062","302015","和歌山5-9","地価公示","商業","和歌山市","西高松２丁目６７番８","西高松２－９－６","135.1706071","34.20484669","435,000 ","386,000 ","362,000 ","318,000 ","280,000 ","256,000 ","217,000 ","190,000 ","178,000 ","166,000 ","154,000 ","141,000 ","129,000 ","121,000 ","118,000 ","116,000 ","110,000 ","105,000 ","102,000 ","98,900 ","97,000 ","96,500 ","96,300 "," 96,300 "," 96,300 ","135.170607099634","34.2048466900166","H29地価公示標準地"
"100063","302015","和歌山5-10","地価公示","商業","和歌山市","和歌浦東２丁目５９４番４４","和歌浦東２－９－５４","135.1760103","34.19205159","","","","","210,000 ","195,000 ","174,000 ","162,000 ","155,000 ","146,000 ","138,000 ","129,000 ","121,000 ","115,000 ","110,000 ","108,000 ","105,000 ","99,800 ","94,700 ","90,200 ","86,000 ","83,200 ","81,300 "," 82,300 "," 82,300 ","135.176010299509","34.1920515900345","H29地価公示標準地"
"100064","302015","和歌山5-11","地価公示","商業","和歌山市","松江北６丁目４１９番４６外","松江北６－９－２６","135.1250082","34.25237086","323,000 ","288,000 ","265,000 ","235,000 ","215,000 ","198,000 ","170,000 ","156,000 ","144,000 ","132,000 ","121,000 ","110,000 ","98,500 ","91,000 ","88,300 ","86,300 ","83,600 ","79,200 ","74,300 ","69,900 ","67,600 ","65,700 ","64,000 "," 62,500 "," 61,100 ","135.125008200351","34.2523708599708","H29地価公示標準地"
"100066","302015","和歌山5-13","地価公示","商業","和歌山市","和歌浦中１丁目１２２８番９","和歌浦中１－５－８","135.1675025","34.19019836","273,000 ","254,000 ","242,000 ","226,000 ","211,000 ","200,000 ","182,000 ","162,000 ","146,000 ","135,000 ","125,000 ","116,000 ","105,000 ","98,700 ","96,200 ","94,200 ","91,100 ","86,800 ","82,500 ","79,500 ","75,700 ","73,800 ","72,200 "," 71,300 "," 70,500 ","135.167502499682","34.1901983600354","H29地価公示標準地"
"100067","302015","和歌山5-14","地価公示","商業","和歌山市","太田３丁目１番２外","太田３－１－２８","135.1978258","34.22981881","691,000 ","630,000 ","560,000 ","476,000 ","403,000 ","350,000 ","294,000 ","265,000 ","251,000 ","229,000 ","207,000 ","187,000 ","169,000 ","160,000 ","158,000 ","158,000 ","157,000 ","153,000 ","146,000 ","140,000 ","138,000 ","138,000 ","140,000 "," 142,000 "," 143,000 ","135.197825799834","34.2298188100035","H29地価公示標準地"
"100068","302015","和歌山5-15","地価公示","商業","和歌山市","築港５丁目７番１２","","135.1513202","34.22072328","","258,000 ","242,000 ","220,000 ","202,000 ","190,000 ","168,000 ","157,000 ","148,000 ","137,000 ","126,000 ","110,000 ","96,800 ","90,200 ","85,200 ","81,800 ","78,500 ","74,400 ","70,800 ","68,000 ","65,500 ","63,800 ","63,000 "," 62,100 "," 61,300 ","135.151320199952","34.2207232800053","H29地価公示標準地"
"100069","302015","和歌山5-16","地価公示","商業","和歌山市","新生町６６番７","新生町１０－１０","135.1897298","34.22261584","635,000 ","558,000 ","500,000 ","418,000 ","352,000 ","314,000 ","268,000 ","240,000 ","223,000 ","210,000 ","192,000 ","175,000 ","161,000 ","154,000 ","152,000 ","154,000 ","154,000 ","150,000 ","146,000 ","143,000 ","141,000 ","140,000 ","142,000 "," 143,000 "," 144,000 ","135.189729800314","34.2226158400072","H29地価公示標準地"
"100070","302015","和歌山5-17","地価公示","商業","和歌山市","小松原通３丁目６７番外","","135.1689518","34.22138341","750,000 ","660,000 ","587,000 ","498,000 ","428,000 ","375,000 ","315,000 ","280,000 ","259,000 ","238,000 ","216,000 ","194,000 ","184,000 ","179,000 ","179,000 ","182,000 ","180,000 ","176,000 ","171,000 ","168,000 ","166,000 ","166,000 ","168,000 "," 171,000 "," 172,000 ","135.16895180049","34.221383409981","H29地価公示標準地"
"100071","302015","和歌山5-18","地価公示","商業","和歌山市","畑屋敷西ノ丁６８番１外","","135.1808582","34.23518529","700,000 ","590,000 ","520,000 ","435,000 ","370,000 ","330,000 ","290,000 ","253,000 ","226,000 ","209,000 ","186,000 ","164,000 ","149,000 ","142,000 ","135,000 ","134,000 ","130,000 ","126,000 ","122,000 ","119,000 ","117,000 ","116,000 ","116,000 "," 117,000 "," 118,000 ","135.180858200255","34.2351852899689","H29地価公示標準地"
"100072","302015","和歌山5-19","地価公示","商業","和歌山市","三番丁７７番","","135.1770316","34.22777687","","410,000 ","370,000 ","323,000 ","290,000 ","259,000 ","234,000 ","215,000 ","200,000 ","190,000 ","171,000 ","156,000 ","147,000 ","139,000 ","134,000 ","135,000 ","134,000 ","132,000 ","128,000 ","125,000 ","123,000 ","124,000 ","126,000 "," 128,000 "," 129,000 ","135.17703159995","34.2277768699796","H29地価公示標準地"
"100073","302015","和歌山5-20","地価公示","商業","和歌山市","屋形町２丁目７番","","135.1773415","34.2296227","","1,250,000 ","1,150,000 ","960,000 ","816,000 ","685,000 ","590,000 ","510,000 ","465,000 ","397,000 ","330,000 ","273,000 ","228,000 ","214,000 ","210,000 ","212,000 ","210,000 ","202,000 ","193,000 ","185,000 ","181,000 ","181,000 ","184,000 "," 186,000 "," 189,000 ","135.1773415","34.22962270004","H29地価公示標準地"
"100074","302015","和歌山5-21","地価公示","商業","和歌山市","紀三井寺字南前浜６２１番１","","135.185684","34.18205665","","","","","","","","","169,000 ","161,000 ","149,000 ","137,000 ","126,000 ","120,000 ","118,000 ","118,000 ","117,000 ","115,000 ","112,000 ","108,000 ","105,000 ","104,000 ","104,000 "," 106,000 "," 107,000 ","135.185684000402","34.1820566499912","H29地価公示標準地"
"100076","302015","和歌山5-22","地価公示","商業","和歌山市","向字大西１５６番１","","135.14451","34.2580315","","","","","","","","","","","","108,000 ","96,100 ","90,000 ","88,200 ","87,500 ","85,500 ","81,500 ","75,800 ","72,000 ","69,000 ","67,200 ","66,600 "," 66,100 "," 65,600 ","135.144509999751","34.2580315000021","H29地価公示標準地"
"100077","302015","和歌山5-23","地価公示","商業","和歌山市","松島字平柳１０５番２外","","135.2079981","34.24469995","","","","","","","","","","140,000 ","129,000 ","117,000 ","105,000 ","97,000 ","94,000 ","91,200 ","88,000 ","84,000 ","80,200 ","77,500 ","75,200 ","73,500 ","72,200 "," 71,900 "," 71,800 ","135.20799810033","34.2446999499489","H29地価公示標準地"
"100079","302015","和歌山5-24","地価公示","商業","和歌山市","舟津町３丁目４番","","135.1598972","34.22077264","365,000 ","328,000 ","305,000 ","278,000 ","248,000 ","225,000 ","184,000 ","167,000 ","159,000 ","151,000 ","142,000 ","133,000 ","125,000 ","120,000 ","116,000 ","116,000 ","114,000 ","110,000 ","106,000 ","103,000 ","101,000 ","101,000 ","102,000 "," 103,000 "," 104,000 ","135.159897200405","34.2207726400125","H29地価公示標準地"
